Current Loan Amount,Term-Long Term,Term-Short Term,Credit Score,Annual Income,Years in current job-< 1 year,Years in current job-1 year,Years in current job-10+ years,Years in current job-2 years,Years in current job-3 years,Years in current job-4 years,Years in current job-5 years,Years in current job-6 years,Years in current job-7 years,Years in current job-8 years,Years in current job-9 years,Years in current job-n/a,Home Ownership-HaveMortgage,Home Ownership-Home Mortgage,Home Ownership-Own Home,Home Ownership-Rent,Purpose-Business Loan,Purpose-Buy a Car,Purpose-Buy House,Purpose-Debt Consolidation,Purpose-Educational Expenses,Purpose-Home Improvements,Purpose-major_purchase,Purpose-Medical Bills,Purpose-moving,Purpose-other,Purpose-Other,Purpose-renewable_energy,Purpose-small_business,Purpose-Take a Trip,Purpose-vacation,Purpose-wedding,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Scored Labels,Scored Probabilities
538186,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17147.69,20.5,NA,15,0,669845,964678,0,0,1,0.764369785785675
215556,0,1,731,930810,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5980.44,21.4,60,10,1,143336,325446,1,0,1,0.595038414001465
555786,1,0,599,1382364,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22025.75,18.5,NA,17,0,244929,551760,0,0,1,0.690384745597839
392920,0,1,744,945383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7807.29,12.8,67,11,3,58615,152834,3,0,1,0.854552090167999
177298,0,1,724,574218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5407.21,21.9,NA,15,0,181982,392414,0,0,1,0.854995310306549
542586,1,0,722,1218337,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30153.57,18.5,NA,19,0,546307,1084996,0,0,1,0.788234770298004
262570,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13503.68,18.6,NA,8,0,224295,288882,0,0,1,0.775312781333923
297660,1,0,676,877097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17396.02,13.5,NA,7,3,88179,183634,3,0,1,0.741319358348846
218526,0,1,741,1038008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15656.38,14.7,NA,7,0,142633,305844,0,0,1,0.653406202793121
176000,0,1,707,475000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5027.02,8.5,NA,6,0,137560,206866,0,0,1,0.865311563014984
99999999,0,1,745,1919228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30068.07,19,NA,8,0,801819,1524468,0,0,1,0.999510228633881
110594,0,1,746,859541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14898.47,16.5,NA,8,0,93594,179124,0,0,1,0.88890928030014
629926,0,1,728,3108704,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60101.56,25.5,54,25,0,288591,1427998,0,0,1,0.778692483901978
303644,1,0,653,874152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21926.57,14.7,NA,15,1,210197,661408,0,0,1,0.515732288360596
240064,0,1,713,1239199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9572.96,14.6,60,9,0,84037,178882,0,0,1,0.849135756492615
110506,0,1,741,954275,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22902.6,14.2,27,27,0,264518,417868,0,0,1,0.799264550209045
589908,1,0,677,1030123,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16052.91,15.6,NA,8,0,624910,805772,0,0,1,0.749368250370026
218636,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5377.95,21.6,75,3,0,192356,890890,0,0,1,0.822937607765198
362010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12966.55,16.7,19,16,0,205485,357786,0,0,1,0.628369987010956
268422,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16982.2,19.7,33,14,1,186865,540936,1,0,1,0.841255962848663
323994,0,1,749,2691236,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4440.68,14.5,11,12,0,0,0,0,0,1,0.921597301959991
295812,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15952.78,16.2,NA,13,0,527117,964194,0,0,1,0.67716509103775
99999999,0,1,698,940690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12699.41,27.4,NA,7,2,106932,235400,1,1,1,0.999309480190277
411466,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23227.88,16.6,56,9,0,195947,625020,0,0,1,0.781234502792358
109032,0,1,723,1412327,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8356.2,26.6,12,8,2,15941,137830,0,0,1,0.902072548866272
555456,1,0,725,2665054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57076.57,21.7,13,21,0,232807,339504,0,0,1,0.822589099407196
267014,0,1,739,2209909,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18287.12,21.8,NA,8,0,213313,300476,0,0,1,0.890780568122864
175912,0,1,7430,569715,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10919.49,8,NA,10,0,104215,398266,0,0,0,0.0568740926682949
624052,1,0,613,1701963,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5573.84,12.3,18,10,0,174629,256256,0,0,1,0.589685916900635
120274,0,1,695,386536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6893.2,15.4,NA,7,0,256101,317834,0,0,1,0.857867479324341
669394,1,0,726,1205360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16272.36,24,23,16,0,130150,1116214,0,0,1,0.65045565366745
264440,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10071.33,14.5,NA,7,0,55898,440308,0,0,1,0.718291163444519
143308,0,1,725,2360940,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36594.76,12.8,NA,17,0,1337885,2776202,0,0,1,0.920341014862061
108636,0,1,683,788101,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18848.76,15.2,63,11,0,201628,360822,0,0,1,0.79174929857254
441716,1,0,721,953705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9139.76,16.4,NA,7,0,354844,733700,0,0,1,0.695110261440277
361108,0,1,699,709802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18691.25,20.9,NA,11,0,233966,399564,0,0,1,0.872935771942139
545336,1,0,715,1243341,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12226.12,16.4,53,13,0,465595,983774,0,0,1,0.789084732532501
563772,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1046.9,12.8,NA,15,0,38190,1922778,0,0,1,0.722488403320313
107800,0,1,732,949620,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1210.87,17.1,15,7,1,19855,58190,0,0,1,0.670541346073151
709390,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26694.43,18.5,56,10,0,193439,294316,0,0,1,0.557738840579987
218372,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12032.32,36.4,15,7,0,64087,102630,0,0,1,0.846701383590698
457644,0,1,732,1298080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28449.65,12.6,45,16,0,166022,980760,0,0,1,0.743904411792755
779086,0,1,662,1153452,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6747.66,12.4,38,5,1,248368,356378,1,0,1,0.87956964969635
546370,1,0,656,1060162,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19348.08,22.6,NA,7,0,14839,107404,0,0,1,0.867574691772461
560120,0,1,725,1101335,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14868.07,15,NA,11,0,263720,803550,0,0,1,0.908018171787262
264000,1,0,700,1373700,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14423.85,11.9,31,9,0,341449,393778,0,0,1,0.840607583522797
261668,0,1,720,1318296,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21861.59,17,NA,15,1,118142,180950,1,0,1,0.871533274650574
365200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22428.36,23.1,70,10,0,113031,177342,0,0,1,0.580864012241364
99999999,0,1,712,592534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7061.16,15.4,NA,4,0,170601,221452,0,0,1,0.999574661254883
145860,0,1,741,593028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9439.01,7.8,NA,10,0,145103,302720,0,0,1,0.702604949474335
79376,0,1,739,875919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17299.5,33.6,NA,9,0,209342,304128,0,0,1,0.795157849788666
442904,1,0,707,1032764,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26679.99,7.7,NA,9,2,265031,405394,0,2,1,0.767794728279114
325710,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15439.97,15.2,NA,14,0,206986,688688,0,0,1,0.747500360012054
99999999,0,1,746,1539209,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25653.61,10.1,NA,9,0,207974,352572,0,0,1,0.999404072761536
99999999,0,1,710,1668219,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6047.32,26.4,11,17,0,255474,1169234,0,0,1,0.999757409095764
291346,0,1,745,1258104,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15935.87,22,NA,12,0,276602,690272,0,0,1,0.86628931760788
324500,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14279.07,30,70,20,0,219355,1020052,0,0,1,0.776613235473633
218460,0,1,739,760247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8806.12,11.4,NA,12,0,195757,338822,0,0,1,0.79698246717453
471702,0,1,700,1619826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26187.13,18.9,28,17,0,763097,1006368,0,0,1,0.80395519733429
223432,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31097.68,23.4,43,7,0,162488,589820,0,0,1,0.778508841991425
546590,1,0,644,1421466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29732.34,9.9,50,13,0,233168,658482,0,0,1,0.563380837440491
561946,1,0,717,1213264,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11222.92,21,NA,7,1,379430,764082,1,0,1,0.856891334056854
213950,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5251.6,13,10,5,0,184547,238744,0,0,1,0.741398751735687
108812,0,1,739,1344459,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27561.59,15.6,NA,8,0,356003,509542,0,0,1,0.767227947711945
559416,1,0,672,1893844,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29512.32,22.7,NA,13,0,325033,396154,0,0,1,0.800249695777893
379082,0,1,702,935370,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6415.16,21.5,47,10,0,114133,145068,0,0,1,0.877189993858337
463166,1,0,644,1638085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21568.04,20.9,16,13,0,123500,226996,0,0,1,0.635792315006256
366652,0,1,7280,792813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18565.09,14.4,NA,16,0,361874,1148004,0,0,0,0.0770607218146324
220484,0,1,7040,1332926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12996,16.4,43,7,0,98192,244508,0,0,0,0.121933870017529
107844,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10892.89,20.1,45,10,0,82498,135872,0,0,1,0.804596722126007
99999999,0,1,742,2796420,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24701.71,29,NA,21,0,1336859,5431382,0,0,1,0.999477028846741
126192,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10910.75,6.4,NA,5,0,89091,139788,0,0,1,0.750167965888977
221914,0,1,731,929537,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15647.07,18.7,42,14,0,100453,380072,0,0,1,0.846426844596863
188804,0,1,728,475380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10141.44,10.7,NA,18,0,202673,358820,0,0,1,0.712044417858124
466444,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57355.3,28,12,9,0,285399,1522840,0,0,1,0.712842226028442
165550,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14322.39,19.9,NA,6,0,157206,1639924,0,0,1,0.704713463783264
99999999,0,1,742,1145358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9487.46,21.5,NA,11,0,443213,1722138,0,0,1,0.999342262744904
449856,0,1,732,1631758,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27331.88,22,NA,11,0,332063,835846,0,0,1,0.771237075328827
109472,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17696.79,25,50,8,0,182229,433268,0,0,1,0.819945096969604
192918,0,1,746,1142964,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26669.35,18.8,NA,9,0,346465,630740,0,0,1,0.895145535469055
221474,0,1,738,1243284,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15437.31,23.8,NA,12,0,285532,534116,0,0,1,0.82527107000351
128920,0,1,7500,872195,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9594.05,15.1,NA,8,0,62396,880990,0,0,0,0.119510158896446
99999999,1,0,745,1051232,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15304.31,23,NA,7,0,230337,473726,0,0,1,0.999233901500702
236346,0,1,744,2672635,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17795.4,16.9,13,18,0,196612,321992,0,0,1,0.818942308425903
86636,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19185.25,18.1,NA,6,0,201419,437580,0,0,1,0.746201992034912
73656,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19755.44,12.7,2,12,0,89699,292578,0,0,1,0.674903452396393
663432,1,0,726,1772377,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24960.87,29.7,43,20,0,273809,946374,0,0,1,0.750296354293823
644754,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33944.45,28.5,NA,13,0,646000,935000,0,0,1,0.670829117298126
212476,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6834.49,9.6,21,10,0,194503,329736,0,0,1,0.696024000644684
753060,0,1,741,2229840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18303.27,10,NA,14,0,430920,1266386,0,0,1,0.648034572601318
99999999,1,0,668,2662527,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20701.07,23.2,21,6,0,43795,58674,0,0,1,0.999135613441467
555500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18710.25,13.4,NA,19,0,96482,1214378,0,0,1,0.537801921367645
93170,0,1,690,957980,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26264.46,11.6,NA,11,0,502284,639122,0,0,1,0.864654362201691
99999999,0,1,724,1061454,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1300.36,12.4,68,2,0,26239,81884,0,0,1,0.999575972557068
223476,0,1,717,963072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22792.97,20.8,NA,4,0,134919,196768,0,0,1,0.76631087064743
99999999,0,1,703,1121418,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20933.06,16.6,11,11,0,638476,859650,0,0,1,0.999557554721832
579986,1,0,643,3292909,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72443.96,35.4,39,20,0,929727,1409078,0,0,1,0.663354575634003
216216,0,1,716,840294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19046.74,10.6,NA,13,0,177460,528198,0,0,1,0.842689573764801
171864,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13180.87,14.5,41,10,0,176757,442992,0,0,1,0.781002461910248
99999999,0,1,744,1135326,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21003.55,13.7,37,18,0,93537,173008,0,0,1,0.999358475208282
223894,0,1,710,1701602,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18717.47,18.6,18,7,0,210178,306900,0,0,1,0.879128873348236
444444,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23128.13,16.7,35,5,0,217379,266640,0,0,1,0.761834800243378
408870,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17576.33,13.1,NA,6,0,345990,448624,0,0,1,0.588233649730682
257906,0,1,748,965181,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7866.19,21.5,26,7,0,94449,253748,0,0,1,0.900708794593811
225214,0,1,748,1167018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16046.45,15,57,7,0,222699,364738,0,0,1,0.888928890228271
315788,0,1,709,761520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14849.64,12.8,NA,15,2,272365,449878,0,1,1,0.81510865688324
312378,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8555.7,14.7,23,7,0,256576,475354,0,0,1,0.7025026679039
649506,0,1,732,6076827,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39651.29,29.5,38,13,0,1255064,1565982,0,0,1,0.744920015335083
99999999,0,1,749,660022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5654.02,16.7,NA,5,0,259464,609378,0,0,1,0.999602854251862
290752,1,0,709,1243531,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13367.83,25.6,NA,12,1,26106,232584,1,0,1,0.675861299037933
314072,0,1,724,1308777,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24430.39,20,40,6,0,271890,434808,0,0,1,0.933384895324707
158488,0,1,741,1045532,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8006.98,16.6,17,13,1,124450,339086,1,0,1,0.825539171695709
99999999,1,0,632,2435667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23138.77,25,13,14,0,341962,533632,0,0,1,0.998902916908264
471174,0,1,729,1061549,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10615.49,15.2,81,13,0,401166,493658,0,0,1,0.767900884151459
214720,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19043.51,18.8,NA,13,0,578835,1118920,0,0,1,0.756554841995239
387662,1,0,668,1874844,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15233.06,14.9,NA,10,0,727567,939202,0,0,1,0.772398412227631
270094,0,1,745,1069149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25213.76,34.7,11,15,0,298490,493020,0,0,1,0.834591805934906
478720,0,1,747,977227,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12052.46,14.4,NA,5,0,520809,824956,0,0,1,0.915165424346924
129118,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7923.57,15,27,7,0,292676,555544,0,0,1,0.760193705558777
67078,0,1,705,324387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6866.22,36.8,NA,15,1,78964,435402,1,0,1,0.718207657337189
99999999,0,1,717,969418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11067.69,3.8,24,10,0,96767,390434,0,0,1,0.999499082565308
